File Path: C:\2024\20240314 CTLbio tensile\Test Run 4 03-14-24 16 22 53 PM\DAQ- Time, … - (Timed).txt   
Test: CTLbio_tensile_EC5AA
Test Run: Test Run 4
Date: 3/14/2024 4:15:37 PM


Time 	Crosshead 	Load 	Extensometer 
sec	mm	kN	mm
0.915000021457672	0.001416015606992	0.0284798717498779	0.000464312080339369
1.01499998569489	0.002636718818394	0.0546631736755371	0.000629723274414573
1.11500000953674	0.00429687497671694	0.0921759033203125	0.00121123810004065
1.2150000333786	0.00683593771100277	0.173396469116211	0.00187623766123579
1.31500005722046	0.00971679673966719	0.262589233398437	0.00303120646094612
1.41499996185303	0.01318359409197	0.368020874023438	0.00425631969847018
1.51499998569489	0.0167968755704351	0.488920349121094	0.00586560508963885
1.61500000953674	0.0206542972591706	0.6052099609375	0.00704268177287304
1.7150000333786	0.0242187506955815	0.722501831054687	0.00835433183965506
1.81500005722046	0.0277832023130031	0.839736022949219	0.00967579944699537
1.91499996185303	0.0309082024614327	0.94369580078125	0.0108792273749714
2.01500010490417	0.0344238287652843	1.05678955078125	0.0120984177556238
2.11500000953674	0.0377441392629407	1.16436853027344	0.0133570474645239
2.21499991416931	0.0416015609516762	1.28350732421875	0.0147129476317787
2.31500005722046	0.0452148451586254	1.39404248046875	0.0161580592248356
2.41499996185303	0.0488769546791445	1.5116875	0.0175079076143447
2.51500010490417	0.052197265176801	1.6154990234375	0.0186671386472881
2.61500000953674	0.0560058579139877	1.7402890625	0.0199740588868735
2.71499991416931	0.0598632796027232	1.8585263671875	0.0217212273128098
2.81500005722046	0.0632324226899073	1.96556091308594	0.0230559617193649
2.91499996185303	0.0667480489937589	2.07474389648437	0.0242232181335567
3.01500010490417	0.0701660173945129	2.18508178710937	0.0256367129622959
3.11500000953674	0.073876952228602	2.29742431640625	0.0267821942543378
3.21499991416931	0.0774414074840024	2.41060546875	0.0282966375380056
3.31500005722046	0.0813476581242867	2.53596508789063	0.0296269317914266
3.41499996185303	0.0846679686219431	2.638328125	0.0307641530525871
3.51500010490417	0.0881835949257948	2.74989526367187	0.0321232801070437
3.61500000953674	0.0913085968932137	2.85035766601563	0.0335143049596809
3.71499991416931	0.0948730448726565	2.95980249023438	0.0347657150996383
3.81500005722046	0.0981933626462705	3.06756518554687	0.0362469872925431
3.91499996185303	0.101806639577262	3.18238330078125	0.037590813008137
4.0149998664856	0.105078128399327	3.28540698242188	0.0388394437322859
4.11499977111816	0.108740234281868	3.40596752929688	0.0400639764848165
4.21500015258789	0.112207031634171	3.51325610351563	0.0413549933000468
4.31500005722046	0.115625000034925	3.6235244140625	0.0427958220825531
4.41499996185303	0.118750002002344	3.71742041015625	0.0441540541942231
4.5149998664856	0.122167970403098	3.825203125	0.0454586079285946
4.61499977111816	0.125341801322065	3.91907470703125	0.0462802636320703
4.71500015258789	0.128515632241033	4.01255322265625	0.0478004185424652
4.81500005722046	0.131347653223202	4.1014853515625	0.0485449818370398
4.91499996185303	0.134814457851462	4.208287109375	0.049855763791129
5.0149998664856	0.138330084155314	4.31716064453125	0.0513095765199978
