File Path: C:\2024\20240314 CTLbio tensile\Test Run 1 03-14-24 16 22 53 PM\DAQ- Time, … - (Timed).txt   
Test: CTLbio_tensile_EC5AA
Test Run: Test Run 1
Date: 3/14/2024 3:49:00 PM


Time 	Crosshead 	Load 	Extensometer 
sec	mm	kN	mm
0.952000021934509	0.001318359409197	0.0413074340820313	0.000184176656148338
1.05200004577637	0.00327148427459178	0.0970521621704102	0.000626786686552805
1.15199995040894	0.00600585917709395	0.183003524780273	0.0018316392242923
1.25199997425079	0.00854492191137979	0.262046997070312	0.00256617272498261
1.35199999809265	0.0113769528979901	0.350580108642578	0.00381113090952567
1.45200002193451	0.014697265214636	0.454139190673828	0.00501149725096184
1.55200004577637	0.0180664064828306	0.56235498046875	0.00643231578578707
1.65199995040894	0.0214355477510253	0.671895690917969	0.00742431848266278
1.75199997425079	0.0246093750320142	0.771902770996094	0.00888484919414623
1.85199999809265	0.0280273434327682	0.877908020019531	0.0101595533124055
1.95200002193451	0.0315429679176304	0.986718811035156	0.0114387439680286
2.05200004577637	0.0355957017745823	1.12029150390625	0.0129409245346324
2.15199995040894	0.0397460935346317	1.24807434082031	0.0145560306918924
2.25200009346008	0.0432617198384833	1.36355017089844	0.0159502760652686
2.35199999809265	0.0470214836241212	1.47521118164063	0.0173010921571404
2.45199990272522	0.0504394520248752	1.58245556640625	0.0187582791113527
2.55200004577637	0.053906249377178	1.70061755371094	0.0200582362595014
2.65199995040894	0.0569335934414994	1.79710852050781	0.0214407136809314
2.75200009346008	0.060449219745351	1.90823327636719	0.0227589989663102
2.85199999809265	0.0637695338809863	2.01346228027344	0.024041877622949
2.95199990272522	0.0674804687150754	2.12958740234375	0.0252937607001513
3.05200004577637	0.0709472660673782	2.23738818359375	0.0264802783931373
3.15199995040894	0.0748046877561137	2.35638500976563	0.0281325355899753
3.25200009346008	0.0785156225902028	2.47467749023438	0.029338538297452
3.35199999809265	0.0821777357487008	2.59053857421875	0.0310608047584537
3.45199990272522	0.0856933620525524	2.69825341796875	0.0321560291922651
3.55200004577637	0.0888183567440137	2.79673486328125	0.0335087715939153
3.65199995040894	0.092089845566079	2.89545629882813	0.0347070927091409
3.75200009346008	0.0953613271121867	2.9963544921875	0.0359660407411866
3.85199999809265	0.0989257823675871	3.10456201171875	0.0372933318431024
3.95199990272522	0.102441408671439	3.21617138671875	0.0386851752409711
4.05200004577637	0.106103514553979	3.32620532226563	0.0398811971535906
4.15199995040894	0.109277345472947	3.42525122070312	0.0411187247664202
4.2519998550415	0.112695313873701	3.5325703125	0.0424294703407213
4.35200023651123	0.116210940177552	3.64093139648438	0.0438379720435478
4.4520001411438	0.119873046060093	3.75481030273437	0.0453221946372651
4.55200004577637	0.122900397400372	3.845021484375	0.0464187178295106
4.65199995040894	0.126269529573619	3.94871044921875	0.0478382353321649
4.7519998550415	0.129394524265081	4.04630444335938	0.0490845886815805
4.85200023651123	0.132861328893341	4.1496865234375	0.0501704234920908
4.9520001411438	0.136181639390998	4.2524013671875	0.0513699560542591
5.05200004577637	0.139892581501044	4.3630693359375	0.0529583739989903
5.15199995040894	0.143017576192506	4.46108740234375	0.0540981309313793
5.2519998550415	0.146337886690162	4.56036572265625	0.0553595891688019
5.35200023651123	0.149414059706032	4.65605078125	0.0563572175451554
5.4520001411438	0.152832028106786	4.757294921875	0.0578941471758299
5.55200004577637	0.156103516928852	4.86022216796875	0.0591312564210966
5.65199995040894	0.159716801135801	4.96534423828125	0.0604412089160178
5.7519998550415	0.162988275405951	5.070482421875	0.0615661483607255
5.85200023651123	0.166748053743504	5.1811376953125	0.0627943518338725
5.9520001411438	0.17026366549544	5.288865234375	0.0643153834971599
6.05200004577637	0.173974607605487	5.4030673828125	0.0655317635391839
6.15199995040894	0.177197260200046	5.49830029296875	0.066901629907079
6.2519998550415	0.180712886503898	5.60588232421875	0.0682719983160496
6.35200023651123	0.183886717422865	5.6988623046875	0.0694545014994219
6.4520001411438	0.187158206244931	5.79753955078125	0.070522102760151
6.55200004577637	0.189990227227099	5.8835888671875	0.0718511000741273
6.65199995040894	0.193359373952262	5.98423388671875	0.0729944731574506
6.7519998550415	0.196728520677425	6.08408837890625	0.0745461584301665
6.85200023651123	0.20058594236616	6.19893603515625	0.075762058258988
6.9520001411438	0.204150390345603	6.30566748046875	0.0772181883803569
7.05200004577637	0.207763674552552	6.400818359375	0.0780973859946243
7.15199995040894	0.210839847568423	6.494517578125	0.0795583546278067
7.2519998550415	0.21420897974167	6.59564599609375	0.0805931340437382
7.35200023651123	0.217382810660638	6.69179931640625	0.0820099448901601
7.4520001411438	0.220751957385801	6.7917744140625	0.0830290155136026
7.55200004577637	0.223535156692378	6.87449951171875	0.0841396395117044
7.65199995040894	0.226708987611346	6.9708837890625	0.0852920857141726
7.7519998550415	0.229687502724119	7.05934619140625	0.0865383917698637
